"LABEL","OTU.-.ABGD","OTU-97.5","host.GENUS","host.SPECIES","HOST.DNA.SPECIES","growth.form","Bio-Region","EcoRegion.(I)","EcoRegion.(II)","EcoRegion.(III)","EcoRegion.(IV)","COUNTRY","STATE","SUBSTRATE","DNA_ID","GenBank.ITS","GenBank.COXII","GenBank.rbcL","GenBank.psbJ-L","Lat","Long","LL_Publication","additional_location_info"
"S03_MH_exula_usa_WA_cort_4278                  ","S03","S03","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","North Cascades","Wenatchee/Chelan Highlands","USA","WA","corticolous","4278","KR914097","-","-","-",NA,NA,NA,NA
"S03_MH_exula_usa_WA_cort_4282                  ","S03","S03","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","North Cascades","Chiwaukum Hills and Lowlands","USA","WA","corticolous","4282","KR914098","-","-","-",NA,NA,NA,NA
"S03_MH_exula_usa_OR_cort_4312                  ","S03","S03","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Eastern Cascades Slopes and Foothills","Ponderosa Pine/Bitterbrush Woodland","USA","OR","corticolous","4312","KR914092","-","-","-",NA,NA,NA,NA
"S03_MH_exula_usa_OR_cort_4339                  ","S03","S03","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Marine West Coast Forest","Marine West Coast Forest","Willamette Valley","Valley Foothills","USA","OR","corticolous","4339","KR914093","-","-","-",NA,NA,NA,NA
"S03_MH_exula_usa_WA_cort_4364                  ","S03","S03","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Eastern Cascades Slopes and Foothills","Yakima Plateau and Slopes","USA","WA","corticolous","4364","KR914099","-","-","-",NA,NA,NA,NA
"S03_MH_exula_usa_WA_cort_4366                  ","S03","S03","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Eastern Cascades Slopes and Foothills","Yakima Plateau and Slopes","USA","WA","corticolous","4366","KR914100","-","-","-",NA,NA,NA,NA
"S03_MH_exula_canada_BC_cort_4628               ","S03","S03","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4628","KR914084","-","-","-",NA,NA,NA,NA
"S03_MH_exula_canada_BC_cort_4632               ","S03","S03","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4632","KR914085","-","-","-",NA,NA,NA,NA
"S03_MH_exula_usa_WA_cort_4642                  ","S03","S03","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic",NA,NA,NA,NA,"USA","WA","corticolous","4642","KR914101","-","-","-",NA,NA,NA,NA
"S03_MH_exula_canada_BC_cort_4650               ","S03","S03","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4650","KR914086","-","-","-",NA,NA,NA,NA
"S03_MH_exula_canada_BC_cort_4651               ","S03","S03","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4651","KR914087","-","-","-",NA,NA,NA,NA
"S03_MH_exula_usa_WA_cort_4812                  ","S03","S03","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Okanogan Highland Dry Forest","USA","WA","corticolous","4812","KR914102","-","-","-",NA,NA,NA,NA
"S03_MH_exula_usa_WA_cort_4816                  ","S03","S03","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Eastern Cascades Slopes and Foothills","Yakima Plateau and Slopes","USA","WA","corticolous","4816","KR914103","-","-","-",NA,NA,NA,NA
"S03_MH_exula_canada_BC_cort_4832               ","S03","S03","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Chilcotin Ranges and Fraser Plateau",NA,"Canada","BC","corticolous","4832","KR914088","-","-","-",NA,NA,NA,NA
"S03_MH_exula_usa_AK_cort_4880                  ","S03","S03","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Marine West Coast Forest","Marine West Coast Forest","Pacific Coast Mountains",NA,"USA","AK","corticolous","4880","KR914089","-","-","-",NA,NA,NA,NA
"S03_MH_exula_usa_MT_cort_5993                  ","S03","S03","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic",NA,NA,NA,NA,"USA","MT","corticolous","5993","KR914091","-","-","-",NA,NA,NA,NA
"S03_MH_septent_usa_AK_cort_5233                ","S03","S03","Melanohalea","septentrionalis","septentrionalis","foliose bark","Nearctic","Taiga","Alaska Boreal Interior","Interior Bottomlands",NA,"USA","AK","corticolous","5233","KR914104","-","-","-",NA,NA,NA,NA
"S03_MO_disjuncta_usa_ME_saxi_3890              ","S03","S03","Montanelia","disjuncta","disjuncta","foliose rock","Nearctic","Eastern Temperate Forests","Mixed Wood Plains","Acadian Plains and Hills","Midcoast","USA","ME","saxicolous","3890","KR914108","-","-","-",NA,NA,NA,NA
"S03_MO_disjuncta_usa_ME_saxi_3995              ","S03","S03","Montanelia","disjuncta","disjuncta","foliose rock","Nearctic","Eastern Temperate Forests","Mixed Wood Plains","Acadian Plains and Hills","Midcoast","USA","ME","saxicolous","3995","KR914109","-","-","-",NA,NA,NA,NA
"S03_MO_disjuncta_canada_BC_saxi_4668           ","S03","S03","Montanelia","disjuncta","disjuncta","foliose rock","Nearctic",NA,NA,NA,NA,"Canada","BC","saxicolous","4668","KR914105","-","-","-",NA,NA,NA,NA
"S03_MO_disjuncta_canada_BC_saxi_4826           ","S03","S03","Montanelia","disjuncta","disjuncta","foliose rock","Nearctic","Northwestern Forested Mountains","Western Cordillera","Chilcotin Ranges and Fraser Plateau",NA,"Canada","BC","saxicolous","4826","KR914106","-","-","-",NA,NA,NA,NA
"S03_MO_disjuncta_canada_NB_saxi_6374           ","S03","S03","Montanelia","disjuncta","disjuncta","foliose rock","Nearctic","Eastern Temperate Forests","Mixed Wood Plains","Maritime Lowlands",NA,"Canada","NB","saxicolous","6374","KR914107","-","-","-",NA,NA,NA,NA
"S03_MO_panniformis_usa_ME_saxi_3891            ","S03","S03","Montanelia","panniformis","panniformis","foliose rock","Nearctic","Eastern Temperate Forests","Mixed Wood Plains","Acadian Plains and Hills","Midcoast","USA","ME","saxicolous","3891","KR914110","-","-","-",NA,NA,NA,NA
"S03_MO_panniformis_usa_ME_saxi_3998            ","S03","S03","Montanelia","panniformis","panniformis","foliose rock","Nearctic","Eastern Temperate Forests","Mixed Wood Plains","Acadian Plains and Hills","Midcoast","USA","ME","saxicolous","3998","KR914111","-","-","-",NA,NA,NA,NA
"S03_MO_panniformis_usa_ME_saxi_3999            ","S03","S03","Montanelia","panniformis","panniformis","foliose rock","Nearctic","Eastern Temperate Forests","Mixed Wood Plains","Acadian Plains and Hills","Midcoast","USA","ME","saxicolous","3999","KR914112","-","-","-",NA,NA,NA,NA
"S04_MH_exata_sweden_skane_cort_3926            ","S04","S04","Melanohalea","exasperata","exasperata","foliose bark","Palearctic","Temperate broadleaf and mixed forests","Temperate broadleaf and mixed forests","Baltic mixed forests","Baltic mixed forests","Sweden","SkŒne","corticolous","3926","KR914113","-","-","-",NA,NA,NA,NA
"S04_MH_exula_netherland_utrec_cort_3666      ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Palearctic","Temperate broadleaf and mixed forests","Temperate broadleaf and mixed forests","Atlantic mixed forests","Atlantic mixed forests","Netherlands","Utrecht","corticolous","3666","KR914129","-","-","-",NA,NA,NA,NA
"S04_MH_exula_turkey_unk_cort_4099              ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Palearctic","Temperate coniferous forests","Temperate coniferous forests","Anatolian conifer and deciduous mixed forests","Anatolian conifer and deciduous mixed forests","Turkey","unknown","corticolous","4099","KR914130","-","-","-",NA,NA,NA,NA
"S04_MH_exula_turkey_unk_cort_4100              ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Palearctic","Temperate coniferous forests","Temperate coniferous forests","Anatolian conifer and deciduous mixed forests","Anatolian conifer and deciduous mixed forests","Turkey","unknown","corticolous","4100","KR914131","-","-","-",NA,NA,NA,NA
"S04_MH_exula_turkey_unk_cort_4101              ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Palearctic","Temperate coniferous forests","Temperate coniferous forests","Anatolian conifer and deciduous mixed forests","Anatolian conifer and deciduous mixed forests","Turkey","unknown","corticolous","4101","KR914132","-","-","-",NA,NA,NA,NA
"S04_MH_exula_turkey_unk_cort_4102              ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Palearctic","Temperate coniferous forests","Temperate coniferous forests","Anatolian conifer and deciduous mixed forests","Anatolian conifer and deciduous mixed forests","Turkey","unknown","corticolous","4102","KR914133","-","-","-",NA,NA,NA,NA
"S04_MH_exula_estonia_unk_cort_4108             ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Palearctic","Temperate broadleaf and mixed forests","Temperate broadleaf and mixed forests","Sarmatic mixed forests","Sarmatic mixed forests","Estonia","unknown","corticolous","4108","KR914120","-","-","-",NA,NA,NA,NA
"S04_MH_exula_estonia_unk_cort_4109             ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Palearctic","Temperate broadleaf and mixed forests","Temperate broadleaf and mixed forests","Sarmatic mixed forests","Sarmatic mixed forests","Estonia","unknown","corticolous","4109","KR914121","-","-","-",NA,NA,NA,NA
"S04_MH_exula_estonia_unk_cort_4111             ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Palearctic","Temperate broadleaf and mixed forests","Temperate broadleaf and mixed forests","Sarmatic mixed forests","Sarmatic mixed forests","Estonia","unknown","corticolous","4111","KR914122","-","-","-",NA,NA,NA,NA
"S04_MH_exula_estonia_unk_cort_4115             ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Palearctic","Temperate broadleaf and mixed forests","Temperate broadleaf and mixed forests","Sarmatic mixed forests","Sarmatic mixed forests","Estonia","unknown","corticolous","4115","KR914123","-","-","-",NA,NA,NA,NA
"S04_MH_exula_estonia_unk_cort_4116             ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Palearctic","Temperate broadleaf and mixed forests","Temperate broadleaf and mixed forests","Sarmatic mixed forests","Sarmatic mixed forests","Estonia","unknown","corticolous","4116","KR914124","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_MI_cort_4198                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northern Forests","Mixed Wood Shield","Northern Lakes and Forests","Grand Marais Lakeshore","USA","MI","corticolous","4198","KR914147","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_MI_cort_4200                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northern Forests","Mixed Wood Shield","Northern Lakes and Forests","Grand Marais Lakeshore","USA","MI","corticolous","4200","KR914148","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_WA_cort_4310                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","North American Deserts","Cold Deserts","Colorado Plateaus","Pleistocene Lake Basins","USA","WA","corticolous","4310","KR914155","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_OR_cort_4313                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Eastern Cascades Slopes and Foothills","Ponderosa Pine/Bitterbrush Woodland","USA","OR","corticolous","4313","KR914153","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_OR_cort_4321                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Marine West Coast Forest","Marine West Coast Forest","Willamette Valley","Valley Foothills","USA","OR","corticolous","4321","KR914154","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_ID_cort_4354                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Inland Maritime Foothills and Valleys","USA","ID","corticolous","4354","KR914144","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_ID_cort_4357                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Selkirk Mountains","USA","ID","corticolous","4357","KR914145","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_ID_cort_4359                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Inland Maritime Foothills and Valleys","USA","ID","corticolous","4359","KR914146","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_AK_cort_4858                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Taiga","Alaska Boreal Interior","Interior Forested Lowlands and Uplands",NA,"USA","AK","corticolous","4858","KR914134","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_AK_cort_4860                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Alaska Range",NA,"USA","AK","corticolous","4860","KR914135","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_AK_cort_4866                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Alaska Range",NA,"USA","AK","corticolous","4866","KR914136","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_AK_cort_4870                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Marine West Coast Forest","Marine West Coast Forest","Cook Inlet",NA,"USA","AK","corticolous","4870","KR914137","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_AK_cort_4872                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Marine West Coast Forest","Marine West Coast Forest","Cook Inlet",NA,"USA","AK","corticolous","4872","KR914138","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_AK_cort_4873                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Marine West Coast Forest","Marine West Coast Forest","Pacific Coast Mountains",NA,"USA","AK","corticolous","4873","KR914139","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_AK_cort_4875                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Copper Plateau",NA,"USA","AK","corticolous","4875","KR914140","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_AK_cort_4878                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Copper Plateau",NA,"USA","AK","corticolous","4878","KR914141","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_AK_cort_4894                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Copper Plateau",NA,"USA","AK","corticolous","4894","KR914142","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_MI_cort_5052                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northern Forests","Mixed Wood Plains","Northern Lakes and Forests","Cheboygan Lake Plain","USA","MI","corticolous","5052","KR914149","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_MI_cort_5057                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Eastern Temperate Forests","Mixed Wood Plains","North Central Hardwood Forest","Manistee-Leeanau Shore","USA","MI","corticolous","5057","KR914150","-","-","-",NA,NA,NA,NA
"S04_MH_exula_germany_unk_cort_5058                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Palearctic","Temperate broadleaf and mixed forests","Temperate broadleaf and mixed forests","Central European mixed forests","Central European mixed forests","Germany","unknown","corticolous","5058","KR914128","-","-","-",NA,NA,NA,NA
"S04_MH_exula_germany_saarland_cort_5059        ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Palearctic","Temperate broadleaf and mixed forests","Temperate broadleaf and mixed forests","Western European broadleaf forests","Western European broadleaf forests","Germany","Saarland","corticolous","5059","KR914125","-","-","-",NA,NA,NA,NA
"S04_MH_exula_germany_saarland_cort_5060        ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Palearctic","Temperate broadleaf and mixed forests","Temperate broadleaf and mixed forests","Western European broadleaf forests","Western European broadleaf forests","Germany","Saarland","corticolous","5060","KR914126","-","-","-",NA,NA,NA,NA
"S04_MH_exula_germany_Saarland_cort_5061        ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Palearctic","Temperate broadleaf and mixed forests","Temperate broadleaf and mixed forests","Western European broadleaf forests","Western European broadleaf forests","Germany","Saarland","corticolous","5061","KR914127","-","-","-",NA,NA,NA,NA
"S04_MH_exula_canada_BC_cort_5194                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northern Forests","Boreal Plain","Clear Hills and Western Alberta Upland",NA,"Canada","BC","corticolous","5194","KR914114","-","-","-",NA,NA,NA,NA
"S04_MH_exula_canada_BC_cort_5198               ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Yukon-Stikine Highlands/Boreal Mountains and Plateaus",NA,"Canada","BC","corticolous","5198","KR914115","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_MT_cort_5205                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Grave Creek Range-Nine Mile Divide","USA","MT","corticolous","5205","KR914152","-","-","-",NA,NA,NA,NA
"S04_MH_exula_canada_YK_cort_5213               ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Interior Highlands and Klondike Plateau",NA,"Canada","YK","corticolous","5213","KR914117","-","-","-",NA,NA,NA,NA
"S04_MH_exula_canada_YK_cort_5219               ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Boreal Cordillera","Interior Highlands and Klondike Plateau",NA,"Canada","YK","corticolous","5219","KR914118","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_WA_cort_5223                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Spokane Valley Outwash Plains","USA","WA","corticolous","5223","KR914156","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_AK_cort_5236                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Taiga","Alaska Boreal Interior","Interior Bottomlands",NA,"USA","AK","corticolous","5236","KR914143","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_MN_cort_5768                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northern Forests","Mixed Wood Shield",NA,NA,"USA","MN","corticolous","5768","KR914151","-","-","-",NA,NA,NA,NA
"S04_MH_exula_canada_BC_cort_5991               ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","5991","KR914116","-","-","-",NA,NA,NA,NA
"S04_MH_exula_canada_YK_cort_5992               ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","YK","corticolous","5992","KR914119","-","-","-",NA,NA,NA,NA
"S04_MH_exula_usa_WI_cort_6051                  ","S04","S04","Melanohalea","exasperatula","exasperatula","foliose bark","Nearctic","Northern Forests","Mixed Wood Shield","Northern Lakes and Forests","Lake Superior Clay Plains","USA","WI","corticolous","6051","KR914157","-","-","-",NA,NA,NA,NA
"S04_MH_mul3_usa_WA_cort_4283                   ","S04","S04","Melanohalea","multispora '3'","multi3","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","North Cascades","Chiwaukum Hills and Lowlands","USA","WA","corticolous","4283","KR914158","-","-","-",NA,NA,NA,NA
"S04_MH_subeleg_usa_WA_cort_5224                ","S04","S04","Melanohalea","subelegantula","subelegantula","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Western Selkirk Maritime Forest","USA","WA","corticolous","5224","KR914159","-","-","-",NA,NA,NA,NA
"S04_MH_trab_usa_AK_cort_3920                   ","S04","S04","Melanohalea","trabeculata","trabeculata","foliose bark","Nearctic",NA,NA,NA,NA,"USA","AK","corticolous","3920","KR914160","-","-","-",NA,NA,NA,NA
"S04_MH_trab_usa_AK_cort_5232                   ","S04","S04","Melanohalea","trabeculata","trabeculata","foliose bark","Nearctic","Taiga","Alaska Boreal Interior","Interior Bottomlands",NA,"USA","AK","corticolous","5232","KR914161","-","-","-",NA,NA,NA,NA
"S05_CE_acul_spain_unk_terr_GQ375337            ","S05","S05","Cetraria","aculeata","aculeata","vagrant","Palearctic","Mediterranean forests, woodlands, and shrub","Mediterranean forests, woodlands, and shrub","Iberian sclerophyllous and semi-deciduous forests","Iberian sclerophyllous and semi-deciduous forests","Spain","unknown","terricolous","GQ375337            ","GQ375337","-","-","-",NA,NA,NA,NA
"S05_CE_acul_spain_unk_terr_GQ375338            ","S05","S05","Cetraria","aculeata","aculeata","vagrant","Palearctic","Mediterranean forests, woodlands, and shrub","Mediterranean forests, woodlands, and shrub","Iberian sclerophyllous and semi-deciduous forests","Iberian sclerophyllous and semi-deciduous forests","Spain","unknown","terricolous","GQ375338            ","GQ375338","-","-","-",NA,NA,NA,NA
"S05_CE_acul_turkey_unk_terr_GQ375339           ","S05","S05","Cetraria","aculeata","aculeata","vagrant","Palearctic","Temperate coniferous forests","Temperate coniferous forests","Northern Anatolian conifer and deciduous forests","Northern Anatolian conifer and deciduous forests","Turkey","Bolu","terricolous","GQ375339           ","GQ375339","-","-","-",NA,NA,NA,NA
"S05_CE_acul_turkey_unk_terr_GQ375340           ","S05","S05","Cetraria","aculeata","aculeata","vagrant","Palearctic","Temperate coniferous forests","Temperate coniferous forests","Northern Anatolian conifer and deciduous forests","Northern Anatolian conifer and deciduous forests","Turkey","Bolu","terricolous","GQ375340           ","GQ375340","-","-","-",NA,NA,NA,NA
"S05_CE_acul_spain_hap27_terr_JQ314485          ","S05","S05","Cetraria","aculeata","aculeata","vagrant","Palearctic","Mediterranean forests, woodlands, and shrub","Mediterranean forests, woodlands, and shrub","Iberian sclerophyllous and semi-deciduous forests","Iberian sclerophyllous and semi-deciduous forests","Spain","hap27","terricolous","JQ314485          ","JQ314485","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_usa_unk_cort_AF242457_cali       ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Nearctic","Mediterranean California","Mediterranean California","Central California Foothills and Coastal Mountains","Sonoma-Mendocino Mixed Forest","USA","CA","corticolous","AF242457           ","AF242457","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_usa_unk_cort_AF242457_italy           ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Palearctic","Temperate coniferous forests","Temperate coniferous forests","Alps conifer and mixed forests","Alps conifer and mixed forests","Italy",NA,"corticolous","AF242457           ","AF242457","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_usa_CA_cort_FJ170727            ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Nearctic","Northwestern Forested Mountains","Western Cordillera","Klamath Mountains","Eastern Klamath Low Elevation Forests","USA","CA","corticolous","FJ170727            ","FJ170727","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_usa_CA_cort_FJ170728            ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Nearctic","Northwestern Forested Mountains","Western Cordillera","Klamath Mountains","Eastern Klamath Low Elevation Forests","USA","CA","corticolous","FJ170728            ","FJ170728","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_usa_CA_cort_FJ170729            ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Nearctic","Northwestern Forested Mountains","Western Cordillera","Klamath Mountains","Eastern Klamath Low Elevation Forests","USA","CA","corticolous","FJ170729            ","FJ170729","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_usa_CA_cort_FJ170731            ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Nearctic","Mediterranean California","Mediterranean California","Central California Foothills and Coastal Mountains","Galiban Range","USA","CA","corticolous","FJ170731            ","FJ170731","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_usa_CA_cort_FJ170732            ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Nearctic","Mediterranean California","Mediterranean California","Central California Foothills and Coastal Mountains","Galiban Range","USA","CA","corticolous","FJ170732            ","FJ170732","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_usa_CA_cort_FJ170733            ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Nearctic","Mediterranean California","Mediterranean California","Central California Foothills and Coastal Mountains","Bay Terraces/Lower Santa Clara","USA","CA","corticolous","FJ170733            ","FJ170733","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_usa_CA_cort_FJ170740            ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Nearctic","Mediterranean California","Mediterranean California","Central California Foothills and Coastal Mountains","Suisun Terraces and Low Hills","USA","CA","corticolous","FJ170740            ","FJ170740","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_usa_CA_cort_FJ170741            ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Nearctic","Mediterranean California","Mediterranean California","Central California Foothills and Coastal Mountains","East Bay Hills/Diablo Range","USA","CA","corticolous","FJ170741            ","FJ170741","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_usa_CA_cort_FJ170742            ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Nearctic","Mediterranean California","Mediterranean California","Southern California Mountains","Western Transverse Range Mountain Forest","USA","CA","corticolous","FJ170742            ","FJ170742","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_usa_CA_cort_FJ170745            ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Nearctic","Northwestern Forested Mountains","Western Cordillera","Cascades","California Cascades Eastside Conifer Forest","USA","CA","corticolous","FJ170745            ","FJ170745","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_usa_CA_cort_FJ170746            ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Nearctic","Northwestern Forested Mountains","Western Cordillera","Cascades","California Cascades Eastside Conifer Forest","USA","CA","corticolous","FJ170746            ","FJ170746","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_usa_CA_cort_FJ170747            ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Nearctic","Mediterranean California","Mediterranean California","Central California Foothills and Coastal Mountains","Napa-Sonoma-Russian River Valleys","USA","CA","corticolous","FJ170747            ","FJ170747","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_usa_OR_cort_FJ170750            ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Nearctic","Northwestern Forested Mountains","Western Cordillera","Klamath Mountains","Umpqua Interior Foothills","USA","OR","corticolous","FJ170750            ","FJ170750","-","-","-",NA,NA,NA,NA
"S05_LE_vulpina_usa_CA_cort_FJ170751            ","S05","S05","Letharia","vulpina","vulpina","fruiticose","Nearctic","Mediterranean California","Mediterranean California","Southern California Mountains","Southern California Montane Conifer Forest","USA","CA","corticolous","FJ170751            ","FJ170751","-","-","-",NA,NA,NA,NA
