"LABEL","OTU.-.ABGD","OTU-97.5","host.GENUS","host.SPECIES","HOST.DNA.SPECIES","growth.form","Bio-Region","EcoRegion.(I)","EcoRegion.(II)","EcoRegion.(III)","EcoRegion.(IV)","COUNTRY","STATE","SUBSTRATE","DNA_ID","GenBank.ITS","GenBank.COXII","GenBank.rbcL","GenBank.psbJ-L","Lat","Long","LL_Publication","additional_location_info"
"I01_MH_suboli2_usa_UT_cort_3985                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","North American Deserts","Cold Deserts","Colorado Plateaus","Escarpments","USA","UT","corticolous","3985","KR913498","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_UT_cort_3986                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","North American Deserts","Cold Deserts","Colorado Plateaus","Escarpments","USA","UT","corticolous","3986","KR913499","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_UT_cort_3987                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","North American Deserts","Cold Deserts","Colorado Plateaus","Escarpments","USA","UT","corticolous","3987","KR913500","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_UT_cort_3988                ","I01","I01e","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","North American Deserts","Cold Deserts","Colorado Plateaus","Escarpments","USA","UT","corticolous","3988","KR913501","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_CA_cort_4012                ","I01","I01f","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Mediterranean California","Mediterranean California","Southern California Mountains","Southern California Montane Conifer Forest","USA","CA","corticolous","4012","KR913462","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_CA_cort_4105                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic",NA,NA,NA,NA,"USA","CA","corticolous","4105","KR913463","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_CA_cort_4118                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Mediterranean California","Mediterranean California","Southern California Mountains","Southern California Montane Conifer Forest","USA","CA","corticolous","4118","KR913464","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_CA_cort_4119                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Mediterranean California","Mediterranean California","Southern California Mountains","Southern California Montane Conifer Forest","USA","CA","corticolous","4119","KR913465","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_CA_cort_4120                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Mediterranean California","Mediterranean California","Southern California Mountains","Southern California Montane Conifer Forest","USA","CA","corticolous","4120","KR913466","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_CA_cort_4121                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Mediterranean California","Mediterranean California","Southern California Mountains","Southern California Montane Conifer Forest","USA","CA","corticolous","4121","KR913467","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_CO_cort_4122                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forest","USA","CO","corticolous","4122","KR913473","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_CO_cort_4123                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forest","USA","CO","corticolous","4123","KR913474","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_CO_cort_4129                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forest","USA","CO","corticolous","4129","KR913475","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_CO_cort_4132                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forest","USA","CO","corticolous","4132","KR913476","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_CO_cort_4133                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forest","USA","CO","corticolous","4133","KR913477","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_CO_cort_4134                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forest","USA","CO","corticolous","4134","KR913478","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_CO_cort_4135                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forest","USA","CO","corticolous","4135","KR913479","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_CO_cort_4136                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Southern Rockies","Sedimentary Subalpine Forest","USA","CO","corticolous","4136","KR913480","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_MI_cort_4196                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northern Forests","Mixed Wood Shield","Northern Lakes and Forests","Grand Marais Lakeshore","USA","MI","corticolous","4196","KR913483","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_MT_cort_4208                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","North American Deserts","Cold Deserts","Central Basin and Range","Carbonate Woodland Zone","USA","MT","corticolous","4208","KR913488","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_NV_cort_4209                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","North American Deserts","Cold Deserts","Central Basin and Range","Carbonate Woodland Zone","USA","NV","corticolous","4209","KR913492","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_CA_cort_4233                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Mediterranean California","Mediterranean California","Central California Foothills and Coastal Mountains","Northern Sierran Foothills","USA","CA","corticolous","4233","KR913468","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_CA_cort_4266                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Mediterranean California","Mediterranean California","Southern California Mountains","Southern California Montane Conifer Forest","USA","CA","corticolous","4266","KR913469","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_CA_cort_4269                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Mediterranean California","Mediterranean California","Southern California Mountains","Southern California Montane Conifer Forest","USA","CA","corticolous","4269","KR913470","-","-","-",NA,NA,NA,NA
"I01_MH_suboliv2_usa_WA_cort_4296               ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Eastern Cascades Slopes and Foothills","Yakima Plateau and Slopes","USA","WA","corticolous","4296","KR913518","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_WA_cort_4298                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","North American Deserts","Cold Deserts","Colorado Plateaus","Yakima Folds","USA","WA","corticolous","4298","KR913508","-","-","-",NA,NA,NA,NA
"I01_MH_suboliv2_usa_WA_cort_4309               ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","North American Deserts","Cold Deserts","Colorado Plateaus","Pleistocene Lake Basins","USA","WA","corticolous","4309","KR913519","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_WA_cort_4341                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Western Selkirk Maritime Forest","USA","WA","corticolous","4341","KR913509","-","-","-",NA,NA,NA,NA
"I01_MH_suboliv2_usa_WA_cort_4377               ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","North American Deserts","Cold Deserts","Colorado Plateaus","Yakima Folds","USA","WA","corticolous","4377","KR913520","-","-","-",NA,NA,NA,NA
"I01_MH_suboliv2_usa_OR_cort_4383               ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic",NA,NA,NA,NA,"USA","OR","corticolous","4383","KR913512","-","-","-",NA,NA,NA,NA
"I01_MH_suboliv2_usa_UT_cort_4601               ","I01","I01f","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","corticolous","4601","KR913513","-","-","-",NA,NA,NA,NA
"I01_MH_suboliv2_usa_UT_cort_4602               ","I01","I01f","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","OR","corticolous","4602","KR913514","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_UT_cort_4604                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","corticolous","4604","KR913502","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_UT_cort_4606                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","corticolous","4606","KR913503","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_UT_cort_4607                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","corticolous","4607","KR913504","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_UT_cort_4608                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","corticolous","4608","KR913505","-","-","-",NA,NA,NA,NA
"I01_MH_suboliv2_usa_UT_cort_4609               ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","OR","corticolous","4609","KR913515","-","-","-",NA,NA,NA,NA
"I01_MH_suboliv2_usa_UT_cort_4610                ","I01","I01d","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","corticolous","4610","KR913516","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_UT_cort_4611                ","I01","I01f","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","corticolous","4611","KR913506","-","-","-",NA,NA,NA,NA
"I01_MH_suboliv2_usa_UT_cort_4613               ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","OR","corticolous","4613","KR913517","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_UT_cort_4614                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Wasatch and Uinta Mountains","Semiarid Foothills","USA","UT","corticolous","4614","KR913507","-","-","-",NA,NA,NA,NA
"I01_MH_suboliv2_canada_BC_cort_4636            ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4636","KR913511","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_CA_cort_4654                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic",NA,NA,NA,NA,"USA","CA","corticolous","4654","KR913471","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_ID_cort_4657                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic",NA,NA,NA,NA,"USA","ID","corticolous","4657","KR913482","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_canada_BC_cort_4658             ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4658","KR913457","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_canada_BC_cort_4659             ","I01","I01f","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4659","KR913458","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_canada_BC_cort_4660             ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic",NA,NA,NA,NA,"Canada","BC","corticolous","4660","KR913459","-","-","-",NA,NA,NA,NA
"I01_MH_suboliv2_usa_WA_cort_4819               ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","North American Deserts","Cold Deserts","Columbia Plateau","Channeled Scablands","USA","WA","corticolous","4819","KR913521","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_OR_cort_5189                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic",NA,NA,NA,NA,"USA","OR","corticolous","5189","KR913493","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_ND_cort_5202                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Great Plains","West Central Semi-Arid Prairies","Northwestern Great Plains","Little Missouri Badlands","USA","ND","corticolous","5202","KR913491","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_MT_cort_5203                ","I01","I01","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Great Plains","West Central Semi-Arid Prairies","Northwestern Great Plains","Unglaciated Montana High Plains","USA","MT","corticolous","5203","KR913489","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_MT_cort_5207                ","I01","I01f","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Grave Creek Range-Nine Mile Divide","USA","MT","corticolous","5207","KR913490","-","-","-",NA,NA,NA,NA
"I01_MH_suboli2_usa_WA_cort_5243                ","I01","I01i","Melanohalea","subolivacea '2'","subolivacea","foliose bark","Nearctic","Northwestern Forested Mountains","Western Cordillera","Northern Rockies","Spokane Valley Outwash Plains","USA","WA","corticolous","5243","KR913510","-","-","-",NA,NA,NA,NA
"I01_MO_sorediata_canada_BC_saxi_4670           ","I01","I01","Montanelia","sorediata","sorediata","foliose rock","Nearctic",NA,NA,NA,NA,"Canada","BC","saxicolous","4670","KR913522","-","-","-",NA,NA,NA,NA
"I01_MO_sorediata_usa_AK_saxi_4884              ","I01","I01i","Montanelia","sorediata","sorediata","foliose rock","Nearctic","Marine West Coast Forest","Marine West Coast Forest","Pacific Coast Mountains",NA,"USA","AK","saxicolous","4884","KR913524","-","-","-",NA,NA,NA,NA
"I01_MO_sorediata_canada_ON_saxi_6380           ","I01","I01i","Montanelia","sorediata","sorediata","foliose rock","Nearctic","Eastern Temperate Forests","Mixed Wood Plains","Eastern Great Lakes and Hudson Lowlands",NA,"Canada","ON","saxicolous","6380","KR913523","-","-","-",NA,NA,NA,NA
"I01_MO_tominii_usa_CA_saxi_3752                ","I01","I01i","Montanelia","tominii","tominii","foliose rock","Nearctic","Northwestern Forested Mountains","Western Cordillera","Sierra Nevada","Southern Sierra Upper Montane Forests","USA","CA","saxicolous","3752","KR913531","-","-","-",NA,NA,NA,NA
"I01_MO_tominii_usa_MT_saxi_3771                ","I01","I01i","Montanelia","tominii","tominii","foliose rock","Nearctic","Great Plains","West Central Semi-Arid Prairies","Northwestern Great Plains","Non-calcareous Foothill Grassland","USA","MT","saxicolous","3771","KR913535","-","-","-",NA,NA,NA,NA
